,crit_violations,non_crit_violations,earliest_inspection,latest_inspection,second_latest_inspection,zipcode,boro,cuisine,address,num_inspections,crit_violations_recent_inspect,non_crit_violations_recent_inspect,crit_violations_train,non_crit_violations_train,num_inspections_train,average_crit_v_train,average_non_crit_v_train,time_since_last_inspection,time_since_first_inspection,crit_v_2plus
40366742,4.0,10.0,2013-05-21,2016-04-11,2015-04-22,11229,BROOKLYN,"Bottled beverages, including water, sodas, juices, etc.",84 EBONY COURT,4,1,3,3.0,7.0,3,1.0,2.3333333333333335,355,1056,0
40366748,30.0,17.0,2014-07-07,2017-03-20,2016-08-25,10452,BRONX,American,21 EAST  170 STREET,14,4,4,26.0,13.0,13,2.0,1.0,207,987,1
40366812,16.0,6.0,2014-02-01,2016-10-25,2016-09-01,11427,QUEENS,Italian,22020 HILLSIDE AVENUE,7,2,2,14.0,4.0,6,2.3333333333333335,0.6666666666666666,54,997,1
40366833,7.0,8.0,2013-10-17,2016-09-20,2015-09-02,10475,BRONX,Pancakes/Waffles,4340 BOSTON ROAD,7,1,2,6.0,6.0,6,1.0,1.0,384,1069,0
40366857,4.0,5.0,2013-11-18,2016-11-07,2015-10-14,11435,QUEENS,American,8769 SUTPHIN BOULEVARD,4,1,1,3.0,4.0,3,1.0,1.3333333333333333,390,1085,0
40366879,17.0,16.0,2013-11-19,2016-08-24,2016-08-01,11373,QUEENS,Spanish,8032 BAXTER AVENUE,11,2,1,15.0,15.0,10,1.5,1.5,23,1009,1
40366928,11.0,9.0,2014-06-19,2016-11-03,2015-10-23,10304,STATEN ISLAND,American,135 FLAGG PLACE,6,1,2,10.0,7.0,5,2.0,1.4,377,868,0
40366929,29.0,15.0,2014-06-11,2017-03-24,2016-09-01,11418,QUEENS,American,12402 JAMAICA AVENUE,16,1,1,28.0,14.0,15,1.8666666666666667,0.9333333333333333,204,1017,0
40366938,23.0,16.0,2014-07-03,2017-01-05,2016-12-02,10462,BRONX,Café/Coffee/Tea,1191 CASTLE HILL AVENUE,9,3,3,20.0,13.0,8,2.5,1.625,34,917,1
40366961,13.0,10.0,2014-02-05,2016-12-15,2016-10-21,11238,BROOKLYN,Soul Food,617 VANDERBILT AVENUE,7,3,2,10.0,8.0,6,1.6666666666666667,1.3333333333333333,55,1044,1
40366993,11.0,6.0,2014-02-25,2017-01-05,2016-06-15,10021,MANHATTAN,American,1361 FIRST AVENUE,7,2,1,9.0,5.0,6,1.5,0.8333333333333334,204,1045,1
40367005,16.0,11.0,2013-06-18,2016-06-17,2015-11-10,11204,BROOKLYN,Pizza/Italian,6514 18 AVENUE,10,1,1,15.0,10.0,9,1.6666666666666667,1.1111111111111112,220,1095,0
40367038,3.0,3.0,2014-10-30,2017-02-21,2015-11-23,10010,MANHATTAN,Mexican,459 2 AVENUE,3,1,2,2.0,1.0,2,1.0,0.5,456,845,0
40367161,14.0,7.0,2013-05-16,2016-05-04,2015-04-25,10465,BRONX,American,2894 SCHURZ AVE,8,2,1,12.0,6.0,7,1.7142857142857142,0.8571428571428571,375,1084,1
40367164,8.0,7.0,2014-02-20,2016-08-18,2016-07-26,11234,BROOKLYN,American,2301 FLATBUSH AVENUE,6,1,1,7.0,6.0,5,1.4,1.2,23,910,0
40367179,15.0,15.0,2013-12-16,2016-06-08,2016-01-05,10001,MANHATTAN,Irish,421 9 AVENUE,8,1,2,14.0,13.0,7,2.0,1.8571428571428572,155,905,0
40367183,9.0,6.0,2014-07-24,2017-03-28,2017-02-28,11209,BROOKLYN,American,10001 4 AVENUE,7,1,1,8.0,5.0,6,1.3333333333333333,0.8333333333333334,28,978,0
40367189,15.0,5.0,2014-07-28,2016-10-18,2016-09-14,10013,MANHATTAN,American,363 WEST BROADWAY,7,1,1,14.0,4.0,6,2.3333333333333335,0.6666666666666666,34,813,0
40367232,5.0,8.0,2013-08-05,2016-07-27,2016-02-09,11105,QUEENS,Irish,2257 31 STREET,6,2,3,3.0,5.0,5,0.6,1.0,169,1087,1
40367240,1.0,4.0,2014-02-20,2016-03-02,2015-02-26,11377,QUEENS,American,4408 60TH ST. - STORE,3,1,1,0.0,3.0,2,0.0,1.5,370,741,0
40367241,35.0,21.0,2014-02-18,2017-01-10,2016-12-12,10021,MANHATTAN,American,1291 3 AVENUE,11,1,2,34.0,19.0,10,3.4,1.9,29,1057,0
40367278,5.0,5.0,2015-01-06,2017-02-27,2016-03-29,11360,QUEENS,Pizza/Italian,21249 26 AVENUE,3,2,2,3.0,3.0,2,1.5,1.5,335,783,1
40367338,3.0,3.0,2014-11-19,2017-02-22,2015-12-09,10019,MANHATTAN,American,180 CENTRAL PARK SOUTH,3,1,2,2.0,1.0,2,1.0,0.5,441,826,0
40367339,8.0,7.0,2013-09-11,2016-05-14,2015-12-04,10019,MANHATTAN,American,180 CENTRAL PARK SOUTH,6,1,1,7.0,6.0,5,1.4,1.2,162,976,0
40367365,4.0,2.0,2014-11-17,2016-12-20,2015-11-12,10019,MANHATTAN,American,893 9 AVENUE,3,2,1,2.0,1.0,2,1.0,0.5,404,764,1
40367373,10.0,9.0,2014-03-01,2016-03-22,2015-02-11,10065,MANHATTAN,American,232 EAST   64 STREET,6,1,1,9.0,8.0,5,1.8,1.6,405,752,0
40367377,12.0,9.0,2014-03-19,2016-06-09,2015-11-05,11385,QUEENS,German,6946 MYRTLE AVENUE,6,1,2,11.0,7.0,5,2.2,1.4,217,813,0
40367407,4.0,4.0,2013-07-23,2016-05-04,2015-06-29,10003,MANHATTAN,Italian,302 EAST   12 STREET,4,2,1,2.0,3.0,3,0.6666666666666666,1.0,310,1016,1
40367420,23.0,12.0,2014-04-29,2016-12-13,2016-10-11,10003,MANHATTAN,American,20 ST MARKS PLACE,8,4,2,19.0,10.0,7,2.7142857142857144,1.4285714285714286,63,959,1
40367442,17.0,16.0,2013-03-22,2016-01-20,2015-03-25,10302,STATEN ISLAND,American,17 HARRISON AVENUE,9,1,2,16.0,14.0,8,2.0,1.75,301,1034,0
40367481,2.0,3.0,2014-02-15,2016-03-09,2015-02-19,11385,QUEENS,American,7302 COOPER AVENUE,3,1,1,1.0,2.0,2,0.5,1.0,384,753,0
40367534,13.0,12.0,2013-09-30,2016-08-08,2016-01-27,10018,MANHATTAN,Jewish/Kosher,1372 BROADWAY,8,1,2,12.0,10.0,7,1.7142857142857142,1.4285714285714286,194,1043,0
40367540,20.0,8.0,2014-03-05,2017-03-01,2016-08-16,11103,QUEENS,Italian,4201 28 AVENUE,11,1,1,19.0,7.0,10,1.9,0.7,197,1092,0
40367544,10.0,5.0,2014-06-04,2016-11-21,2016-11-02,10021,MANHATTAN,Mediterranean,406 EAST   73 STREET,6,1,2,9.0,3.0,5,1.8,0.6,19,901,0
40367570,4.0,3.0,2014-06-04,2016-06-08,2015-06-10,10306,STATEN ISLAND,Italian,710 NEW DORP LANE,4,2,1,2.0,2.0,3,0.6666666666666666,0.6666666666666666,364,735,1
40367677,12.0,9.0,2014-07-24,2016-09-29,2016-02-12,10034,MANHATTAN,American,4933 BROADWAY,6,1,2,11.0,7.0,5,2.2,1.4,230,798,0
40367715,12.0,7.0,2014-05-15,2017-01-24,2016-12-27,10019,MANHATTAN,French,48 WEST   55 STREET,6,3,1,9.0,6.0,5,1.8,1.2,28,985,1
40367728,9.0,12.0,2014-04-07,2016-08-18,2015-07-08,10022,MANHATTAN,Italian,984 SECOND AVENUE,6,1,1,8.0,11.0,5,1.6,2.2,407,864,0
40367749,22.0,10.0,2014-03-26,2017-03-01,2017-02-01,11414,QUEENS,Seafood,16103 CROSSBAY BOULEVARD,11,3,2,19.0,8.0,10,1.9,0.8,28,1071,1
40367752,13.0,6.0,2014-06-10,2017-02-17,2017-01-10,10065,MANHATTAN,American,521 EAST   68 STREET,7,1,1,12.0,5.0,6,2.0,0.8333333333333334,38,983,0
40367766,2.0,5.0,2014-02-18,2017-01-25,2016-01-25,10023,MANHATTAN,Hotdogs,2080 BROADWAY,4,1,1,1.0,4.0,3,0.3333333333333333,1.3333333333333333,366,1072,0
40367789,12.0,11.0,2014-04-26,2016-12-08,2016-10-08,11415,QUEENS,Pizza,8128 LEFFERTS BOULEVARD,7,1,1,11.0,10.0,6,1.8333333333333333,1.6666666666666667,61,957,0
40367790,12.0,9.0,2013-11-18,2016-09-06,2016-04-19,11226,BROOKLYN,Hamburgers,943 FLATBUSH AVENUE,8,1,1,11.0,8.0,7,1.5714285714285714,1.1428571428571428,140,1023,0
40367829,14.0,16.0,2013-05-23,2016-02-22,2015-02-11,11416,QUEENS,Hamburgers,7550 101 AVENUE,10,1,1,13.0,15.0,9,1.4444444444444444,1.6666666666666667,376,1005,0
40367841,5.0,3.0,2014-03-22,2016-09-20,2015-09-15,10023,MANHATTAN,Italian,1900 BROADWAY,5,1,1,4.0,2.0,4,1.0,0.5,371,913,0
40367860,24.0,15.0,2013-04-20,2016-03-22,2015-07-11,11223,BROOKLYN,Pizza/Italian,2725 86 STREET,11,1,1,23.0,14.0,10,2.3,1.4,255,1067,0
40367870,7.0,5.0,2014-05-20,2016-12-14,2016-11-09,11354,QUEENS,Pizza/Italian,3027 STRATTON STREET,6,1,1,6.0,4.0,5,1.2,0.8,35,939,0
40367946,4.0,2.0,2013-06-07,2016-05-06,2015-05-21,10470,BRONX,Irish,4280 KATONAH AVE,4,2,1,2.0,1.0,3,0.6666666666666666,0.3333333333333333,351,1064,1
40368018,5.0,1.0,2013-05-29,2016-04-17,2015-05-28,10460,BRONX,Café/Coffee/Tea,2300 SOUTHERN BOULEVARD,5,1,1,4.0,0.0,4,1.0,0.0,325,1054,0
40368021,2.0,2.0,2014-05-21,2016-06-01,2015-05-19,10460,BRONX,American,2300 SOUTHERN BOULEVARD,3,1,2,1.0,0.0,2,0.5,0.0,379,742,0
40368022,2.0,4.0,2013-05-22,2016-05-14,2015-05-06,10460,BRONX,American,2300 SOUTHERN BOULEVARD,4,1,1,1.0,3.0,3,0.3333333333333333,1.0,374,1088,0
40368025,2.0,4.0,2013-05-29,2016-05-14,2015-05-28,10460,BRONX,American,2300 SOUTHERN BOULEVARD,4,1,1,1.0,3.0,3,0.3333333333333333,1.0,352,1081,0
40368026,1.0,3.0,2013-05-28,2016-05-14,2015-05-28,10460,BRONX,American,2300 SOUTHERN BOULEVARD,4,1,1,0.0,2.0,3,0.0,0.6666666666666666,352,1082,0
40368034,11.0,4.0,2014-07-24,2016-11-22,2016-08-16,10301,STATEN ISLAND,Italian,1402 CLOVE ROAD,8,1,1,10.0,3.0,7,1.4285714285714286,0.42857142857142855,98,852,0
40368065,3.0,4.0,2014-04-07,2016-04-15,2015-04-16,10017,MANHATTAN,American,320 EAST   43 STREET,3,1,1,2.0,3.0,2,1.0,1.5,365,739,0
40368157,8.0,6.0,2014-06-20,2017-01-30,2017-01-12,10011,MANHATTAN,American,68 GREENWICH AVENUE,6,1,1,7.0,5.0,5,1.4,1.0,18,955,0
40368207,10.0,5.0,2013-08-27,2016-04-07,2015-04-23,11234,BROOKLYN,Jewish/Kosher,5823 AVENUE T,5,2,1,8.0,4.0,4,2.0,1.0,350,954,1
40368223,9.0,6.0,2014-03-31,2016-11-01,2015-10-08,10017,MANHATTAN,Seafood,0 GRAND CENTRAL TERMINAL,5,2,1,7.0,5.0,4,1.75,1.25,390,946,1
40368271,25.0,15.0,2013-09-18,2016-08-16,2016-04-26,10009,MANHATTAN,American,441 EAST    6 STREET,10,2,2,23.0,13.0,9,2.5555555555555554,1.4444444444444444,112,1063,1
40368291,25.0,11.0,2014-02-26,2017-01-10,2016-12-01,10306,STATEN ISLAND,American,2001 HYLAN BOULEVARD,11,2,1,23.0,10.0,10,2.3,1.0,40,1049,1
40368313,5.0,4.0,2013-05-13,2016-04-20,2015-04-29,10036,MANHATTAN,American,67 WEST   44 STREET,4,2,1,3.0,3.0,3,1.0,1.0,357,1073,1
40368318,17.0,11.0,2013-10-09,2016-08-29,2016-02-29,10017,MANHATTAN,American,21 EAST   47 STREET,11,2,1,15.0,10.0,10,1.5,1.0,182,1055,1
40368338,4.0,3.0,2014-02-28,2016-03-28,2015-02-11,10028,MANHATTAN,American,1583 2 AVENUE,3,1,1,3.0,2.0,2,1.5,1.0,411,759,0
40368346,21.0,11.0,2014-02-18,2016-09-07,2016-08-15,10014,MANHATTAN,Italian,260 6 AVENUE,7,1,1,20.0,10.0,6,3.3333333333333335,1.6666666666666667,23,932,0
40368374,15.0,11.0,2014-06-12,2016-12-19,2016-10-19,10036,MANHATTAN,American,140 WEST   44 STREET,7,1,1,14.0,10.0,6,2.3333333333333335,1.6666666666666667,61,921,0
40368526,5.0,4.0,2013-07-09,2016-04-14,2015-03-13,11211,BROOKLYN,Italian,193 FROST STREET,5,2,2,3.0,2.0,4,0.75,0.5,398,1010,1
40368552,11.0,8.0,2013-03-12,2016-03-07,2014-11-12,10002,MANHATTAN,Steak,155157 CHRISTIE ST.,5,1,2,10.0,6.0,4,2.5,1.5,481,1091,0
40368555,7.0,10.0,2014-10-08,2016-11-14,2016-06-15,10013,MANHATTAN,Italian,123 MULBERRY STREET,6,1,2,6.0,8.0,5,1.2,1.6,152,768,0
40368577,7.0,3.0,2014-11-19,2017-01-24,2016-12-27,11218,BROOKLYN,American,106 BEVERLY ROAD,4,1,1,6.0,2.0,3,2.0,0.6666666666666666,28,797,0
40368581,8.0,8.0,2014-02-26,2017-02-24,2015-10-27,10014,MANHATTAN,American,59 GROVE STREET,5,2,1,6.0,7.0,4,1.5,1.75,486,1094,1
40368632,13.0,7.0,2014-05-14,2017-01-13,2016-12-20,11228,BROOKLYN,American,7504 13 AVENUE,7,1,2,12.0,5.0,6,2.0,0.8333333333333334,24,975,0
40368725,15.0,9.0,2014-02-20,2016-12-01,2016-07-20,10011,MANHATTAN,Spanish,245 WEST   16 STREET,8,3,2,12.0,7.0,7,1.7142857142857142,1.0,134,1015,1
40368752,5.0,5.0,2013-07-26,2016-05-26,2015-03-10,10012,MANHATTAN,French,180 PRINCE STREET,5,1,1,4.0,4.0,4,1.0,1.0,443,1035,0
40368763,6.0,6.0,2014-01-10,2016-10-24,2015-10-26,10022,MANHATTAN,American,111 EAST   54 STREET,5,1,1,5.0,5.0,4,1.25,1.25,364,1018,0
40368801,18.0,13.0,2013-07-25,2016-03-12,2015-03-03,11361,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",22033 NORTHERN BOULEVARD,8,1,1,17.0,12.0,7,2.4285714285714284,1.7142857142857142,375,961,0
40368809,3.0,3.0,2014-09-25,2016-11-02,2015-09-16,11366,QUEENS,American,18925 UNION TURNPIKE,3,1,2,2.0,1.0,2,1.0,0.5,413,769,0
40368824,6.0,3.0,2014-04-17,2017-02-06,2016-11-15,10022,MANHATTAN,American,783 5 AVENUE,4,1,1,5.0,2.0,3,1.6666666666666667,0.6666666666666666,83,1026,0
40368897,9.0,7.0,2014-04-02,2016-12-22,2015-10-08,10017,MANHATTAN,Japanese,17 EAST   48 STREET,6,1,1,8.0,6.0,5,1.6,1.2,441,995,0
40368971,7.0,4.0,2015-02-24,2017-02-16,2017-01-25,10022,MANHATTAN,French,1008 2 AVENUE,5,2,2,5.0,2.0,4,1.25,0.5,22,723,1
40369012,16.0,4.0,2014-04-17,2017-03-29,2016-08-24,11367,QUEENS,Pizza/Italian,7147 KISSENA BOULEVARD,9,3,1,13.0,3.0,8,1.625,0.375,217,1077,1
40369016,15.0,11.0,2013-09-26,2016-09-15,2015-08-19,10065,MANHATTAN,Greek,673 MADISON AVENUE,10,2,1,13.0,10.0,9,1.4444444444444444,1.1111111111111112,393,1085,1
40369017,14.0,16.0,2014-03-31,2017-03-09,2016-07-20,10017,MANHATTAN,American,840 2 AVENUE,8,4,1,10.0,15.0,7,1.4285714285714286,2.142857142857143,232,1074,1
40369051,5.0,5.0,2013-04-16,2016-03-29,2015-03-25,11358,QUEENS,Café/Coffee/Tea,403416 2ND ST,4,1,2,4.0,3.0,3,1.3333333333333333,1.0,370,1078,0
40369087,18.0,3.0,2015-02-03,2017-03-30,2017-02-14,10463,BRONX,American,3533 JOHNSON AVENUE,7,3,1,15.0,2.0,6,2.5,0.3333333333333333,44,786,1
40369111,8.0,7.0,2014-06-18,2017-02-04,2016-12-08,11213,BROOKLYN,American,1082 ST JOHNS PLACE,6,1,2,7.0,5.0,5,1.4,1.0,58,962,0
40369139,3.0,3.0,2014-03-05,2016-04-19,2015-04-03,10036,MANHATTAN,French,252 WEST   46 STREET,3,1,2,2.0,1.0,2,1.0,0.5,382,776,0
40369158,12.0,7.0,2014-03-08,2017-02-21,2017-01-05,10301,STATEN ISLAND,American,372 FOREST AVENUE,6,2,1,10.0,6.0,5,2.0,1.2,47,1081,1
40369165,19.0,15.0,2013-11-23,2016-08-23,2016-07-26,10128,MANHATTAN,American,302 EAST   92 STREET,10,2,2,17.0,13.0,9,1.8888888888888888,1.4444444444444444,28,1004,1
40369213,20.0,8.0,2014-02-18,2017-01-13,2016-10-26,11354,QUEENS,American,3005 WHITESTONE EXPRESSWAY,11,2,1,18.0,7.0,10,1.8,0.7,79,1060,1
40369262,3.0,4.0,2013-10-05,2016-07-13,2015-12-03,11373,QUEENS,Pizza,8502 GRAND AVENUE,5,1,1,2.0,3.0,4,0.5,0.75,223,1012,0
40369287,10.0,7.0,2013-02-22,2016-01-08,2014-08-01,11205,BROOKLYN,American,240 DE KALB AVENUE,5,1,1,9.0,6.0,4,2.25,1.5,525,1050,0
40369299,12.0,8.0,2014-05-17,2017-02-07,2016-06-14,10464,BRONX,Seafood,591 CITY ISLAND AVE,8,1,2,11.0,6.0,7,1.5714285714285714,0.8571428571428571,238,997,0
40369418,16.0,10.0,2014-07-08,2017-02-03,2016-01-19,10012,MANHATTAN,Italian,119 MAC DOUGAL STREET,9,1,2,15.0,8.0,8,1.875,1.0,381,941,0
40369461,13.0,2.0,2014-12-23,2017-02-07,2016-01-06,10036,MANHATTAN,French,123 WEST   44 STREET,6,1,1,12.0,1.0,5,2.4,0.2,398,777,0
40369482,13.0,7.0,2014-09-16,2017-03-17,2017-01-05,11239,BROOKLYN,Pizza,1366 PENNSYLVANIA AVENUE,7,1,2,12.0,5.0,6,2.0,0.8333333333333334,71,913,0
40369495,12.0,7.0,2014-03-07,2016-10-31,2016-08-31,10023,MANHATTAN,Japanese,2018 BROADWAY,7,2,1,10.0,6.0,6,1.6666666666666667,1.0,61,969,1
40369521,14.0,5.0,2013-12-11,2016-05-16,2015-06-09,10003,MANHATTAN,American,33 UNIVERSITY PLACE,8,2,1,12.0,4.0,7,1.7142857142857142,0.5714285714285714,342,887,1
40369535,4.0,3.0,2014-04-07,2017-03-17,2016-03-08,11201,BROOKLYN,Hamburgers,395 FLATBUSH AVENUE EXTENSION,4,1,1,3.0,2.0,3,1.0,0.6666666666666666,374,1075,0
40369580,18.0,12.0,2014-08-27,2016-12-15,2016-10-13,10016,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",718 2 AVENUE,8,1,2,17.0,10.0,7,2.4285714285714284,1.4285714285714286,63,841,0
40369601,32.0,15.0,2013-10-08,2016-08-22,2016-08-10,10462,BRONX,American,2375 EAST TREMONT AVENUE,11,3,1,29.0,14.0,10,2.9,1.4,12,1049,1
40369608,4.0,7.0,2014-06-25,2016-03-02,2015-06-27,11201,BROOKLYN,American,1 WATER STREET,4,2,3,2.0,4.0,3,0.6666666666666666,1.3333333333333333,249,616,1
40369619,8.0,10.0,2014-03-11,2016-10-17,2015-10-13,10007,MANHATTAN,American,126 CHAMBERS STREET,5,1,3,7.0,7.0,4,1.75,1.75,370,951,0
40369641,13.0,6.0,2013-06-24,2016-06-17,2016-06-01,10464,BRONX,Seafood,2 CITY ISLAND AVE,6,2,2,11.0,4.0,5,2.2,0.8,16,1089,1
40369667,8.0,4.0,2014-03-06,2016-09-01,2016-03-09,11213,BROOKLYN,Hamburgers,846 EMPIRE BOULEVARD,5,2,1,6.0,3.0,4,1.5,0.75,176,910,1
40369669,4.0,5.0,2013-12-17,2016-04-14,2015-05-05,10467,BRONX,Hamburgers,2701 BOSTON POST ROAD,5,1,1,3.0,4.0,4,0.75,1.0,345,849,0
40369675,2.0,4.0,2013-03-22,2016-03-16,2015-03-04,11104,QUEENS,Hamburgers,4302 QUEENS BOULEVARD,4,1,1,1.0,3.0,3,0.3333333333333333,1.0,378,1090,0
40369676,4.0,3.0,2014-12-09,2017-01-24,2015-12-14,11219,BROOKLYN,Hamburgers,4202 FT HAMILTON PARKWAY,3,2,1,2.0,2.0,2,1.0,1.0,407,777,1
40369716,3.0,5.0,2013-04-23,2016-03-28,2015-04-13,11231,BROOKLYN,Italian,151 UNION STREET,4,1,2,2.0,3.0,3,0.6666666666666666,1.0,350,1070,0
40369724,7.0,9.0,2013-07-16,2016-04-26,2015-05-13,11375,QUEENS,Hamburgers,10615 71 AVENUE,7,1,2,6.0,7.0,6,1.0,1.1666666666666667,349,1015,0
40369759,6.0,2.0,2013-07-29,2016-03-10,2015-03-04,10075,MANHATTAN,American,1022 MADISON AVENUE,5,1,1,5.0,1.0,4,1.25,0.25,372,955,0
40369775,22.0,13.0,2014-04-11,2017-01-03,2016-11-17,10013,MANHATTAN,American,359 WEST BROADWAY,9,1,2,21.0,11.0,8,2.625,1.375,47,998,0
40369810,6.0,2.0,2014-04-15,2016-04-20,2015-04-01,10003,MANHATTAN,American,129 EAST   18 STREET,3,2,1,4.0,1.0,2,2.0,0.5,385,736,1
40369849,11.0,6.0,2013-07-15,2016-06-13,2015-10-22,11364,QUEENS,Pizza/Italian,6132 SPRINGFIELD BOULEVARD,7,2,3,9.0,3.0,6,1.5,0.5,235,1064,1
40369869,17.0,12.0,2013-07-29,2016-07-20,2015-11-30,10038,MANHATTAN,Irish,75 MAIDEN LANE,10,1,1,16.0,11.0,9,1.7777777777777777,1.2222222222222223,233,1087,0
40369878,11.0,10.0,2014-04-07,2017-03-06,2016-06-21,10012,MANHATTAN,Italian,69 MACDOUGAL STREET,7,1,1,10.0,9.0,6,1.6666666666666667,1.5,258,1064,0
40369895,28.0,17.0,2013-04-30,2016-02-18,2016-01-29,10463,BRONX,American,170 WEST  231 STREET,13,1,1,27.0,16.0,12,2.25,1.3333333333333333,20,1024,0
40369928,16.0,11.0,2014-04-09,2017-01-05,2016-06-17,10032,MANHATTAN,American,4021 BROADWAY,8,1,2,15.0,9.0,7,2.142857142857143,1.2857142857142858,202,1002,0
40369940,19.0,13.0,2013-08-20,2016-05-20,2015-06-10,10028,MANHATTAN,American,1134 MADISON AVENUE,10,2,1,17.0,12.0,9,1.8888888888888888,1.3333333333333333,345,1004,1
40369954,5.0,6.0,2014-02-12,2016-07-05,2016-05-18,10012,MANHATTAN,Italian,147 WEST FOURTH STREET,4,1,1,4.0,5.0,3,1.3333333333333333,1.6666666666666667,48,874,0
40369958,9.0,5.0,2013-04-01,2016-03-30,2015-03-11,10017,MANHATTAN,Steak,210 EAST   46 STREET,6,2,2,7.0,3.0,5,1.4,0.6,385,1094,1
40369983,15.0,11.0,2013-09-06,2016-04-23,2015-06-08,11432,QUEENS,American,8318 PARSONS BOULEVARD,8,2,2,13.0,9.0,7,1.8571428571428572,1.2857142857142858,320,960,1
40370015,13.0,2.0,2014-01-18,2016-10-01,2015-09-30,11211,BROOKLYN,Italian,32 WITHERS ST,7,1,2,12.0,0.0,6,2.0,0.0,367,987,0
40370150,19.0,10.0,2014-04-09,2016-11-16,2016-10-18,10470,BRONX,American,4272 KATONAH AVENUE,10,4,1,15.0,9.0,9,1.6666666666666667,1.0,29,952,1
40370167,11.0,15.0,2013-06-26,2016-04-28,2015-10-26,11361,QUEENS,Hamburgers,22210 NORTHERN BOULEVARD,10,1,2,10.0,13.0,9,1.1111111111111112,1.4444444444444444,185,1037,0
40370168,14.0,4.0,2014-07-17,2017-02-14,2015-12-21,10013,MANHATTAN,American,326 SPRING STREET,5,5,1,9.0,3.0,4,2.25,0.75,421,943,1
40370238,10.0,11.0,2014-03-12,2017-02-16,2016-01-28,11377,QUEENS,Hamburgers,6815 NORTHERN BOULEVARD,7,1,1,9.0,10.0,6,1.5,1.6666666666666667,385,1072,0
40370342,10.0,8.0,2014-03-19,2016-05-24,2015-12-22,11249,BROOKLYN,American,188 BEDFORD AVENUE,6,1,2,9.0,6.0,5,1.8,1.2,154,797,0
40370356,2.0,5.0,2014-04-22,2016-05-11,2015-04-27,10312,STATEN ISLAND,Hamburgers,3267 RICHMOND AVENUE,3,1,1,1.0,4.0,2,0.5,2.0,380,750,0
40370436,17.0,9.0,2013-10-25,2016-10-03,2016-09-06,10016,MANHATTAN,Italian,108 EAST   38 STREET,8,1,1,16.0,8.0,7,2.2857142857142856,1.1428571428571428,27,1074,0
40370463,9.0,8.0,2014-01-27,2016-05-06,2015-05-14,10021,MANHATTAN,American,960 MADISON AVENUE,5,2,1,7.0,7.0,4,1.75,1.75,358,830,1
40370497,7.0,9.0,2014-05-02,2017-01-30,2016-12-27,10021,MANHATTAN,Italian,138140 EAST   74 STREET,6,1,1,6.0,8.0,5,1.2,1.6,34,1004,0
40370507,21.0,11.0,2014-03-12,2017-01-24,2016-11-09,10003,MANHATTAN,American,16 GRAMERCY PARK SOUTH,10,1,1,20.0,10.0,9,2.2222222222222223,1.1111111111111112,76,1049,0
40370519,6.0,6.0,2014-04-29,2016-10-03,2015-09-18,11358,QUEENS,American,2901 FRANCIS LEWIS BOULEVARD,5,1,1,5.0,5.0,4,1.25,1.25,381,888,0
40370638,8.0,6.0,2014-01-30,2016-11-03,2015-10-03,11362,QUEENS,American,24904 HORACE HARDING BOULEVARD,5,1,1,7.0,5.0,4,1.75,1.25,397,1008,0
40370759,23.0,16.0,2014-06-06,2017-02-15,2017-01-09,10012,MANHATTAN,Spanish,172 BLEECKER STREET,10,2,3,21.0,13.0,9,2.3333333333333335,1.4444444444444444,37,985,1
40370766,13.0,10.0,2013-09-11,2016-04-22,2015-01-21,10017,MANHATTAN,American,201 EAST 49th STREET,8,2,1,11.0,9.0,7,1.5714285714285714,1.2857142857142858,457,954,1
40370781,16.0,10.0,2014-05-06,2016-05-09,2015-06-22,11357,QUEENS,Hamburgers,16011 WILLETS POINT BOULEVARD,8,1,2,15.0,8.0,7,2.142857142857143,1.1428571428571428,322,734,0
40370856,1.0,4.0,2015-02-03,2017-03-13,2016-03-02,10012,MANHATTAN,American,117 MAC DOUGAL STREET,3,1,2,0.0,2.0,2,0.0,1.0,376,769,0
40370910,15.0,8.0,2013-12-03,2016-06-15,2015-11-12,10303,STATEN ISLAND,American,1745 FOREST AVENUE,8,1,2,14.0,6.0,7,2.0,0.8571428571428571,216,925,0
40370916,15.0,15.0,2014-01-29,2016-07-18,2015-10-30,11004,QUEENS,Hamburgers,25810 HILLSIDE AVENUE,9,1,1,14.0,14.0,8,1.75,1.75,262,901,0
40370917,9.0,7.0,2014-05-30,2017-01-27,2016-12-19,11236,BROOKLYN,Hamburgers,9006 CHURCH AVENUE,6,3,2,6.0,5.0,5,1.2,1.0,39,973,1
40370939,6.0,4.0,2014-10-03,2016-12-06,2016-11-01,11101,QUEENS,Italian,1327 JACKSON AVENUE,4,2,1,4.0,3.0,3,1.3333333333333333,1.0,35,795,1
40370994,6.0,2.0,2014-05-13,2016-11-23,2016-06-23,11230,BROOKLYN,Italian,1701 FOSTER AVENUE,5,1,1,5.0,1.0,4,1.25,0.25,153,925,0
40371281,16.0,7.0,2014-05-01,2017-04-10,2016-09-26,10019,MANHATTAN,American,312 WEST   58 STREET,8,3,1,13.0,6.0,7,1.8571428571428572,0.8571428571428571,196,1075,1
40371454,14.0,11.0,2014-04-28,2016-08-02,2016-02-09,10036,MANHATTAN,American,407 WEST   42 STREET,10,1,1,13.0,10.0,9,1.4444444444444444,1.1111111111111112,175,827,0
