,search_info,google_name,rating
41123837,"domino's 9528 QUEENS BOULEVARD, NY",domino's pizza,3.2
41123883,"taim 222 WAVERLY PLACE, NY",taïm,4.5
41124322,"taco chulo 318 GRAND STREET, NY",taco chulo,3.9
41124419,"burger hut 152112 WESTCHESTER AVENUE, NY",burger hut,4.5
41124425,"dyre avenue diner 3803 DYRE AVENUE, NY",dyre ave. diner,3.5
41124515,"giardino d'oro 5 GOLD STREET, NY",giardino doro ristorante,4.2
41124964,"nebraska steakhouse 15 STONE STREET, NY",nebraska steakhouse,4
41125267,"el pilon bakery 4619 QUEENS BOULEVARD, NY",el pilon bakery,4.6
41125652,"bann 350 WEST   50 STREET, NY",bann,3.9
41125662,"le pain quotidien 60 WEST   65 STREET, NY",le pain quotidien - lincoln plaza,3.8
41125700,"gilda's restaurant 9115 31 AVENUE, NY",gilda's restaurant,4.3
41125764,"dunkin' donuts 7513 METROPOLITAN AVENUE, NY",dunkin' donuts,3.1
41125769,"cafe lafayette 99 SOUTH PORTLAND AVENUE, NY",café lafayette,4
41125776,"gotham city lounge 1293 MYRTLE AVENUE, NY",gotham city lounge,4.2
41125878,"o'hanlon's bar 349 EAST 14 STREET, NY",o'hanlons,4.3
41126055,"little branch 20 7 AVENUE SOUTH, NY",little branch,4.4
41126158,"richmondtown bagel depot 3459 RICHMOND ROAD, NY",bagel depot richmondtown,4
41126295,"jour et nuit cafe and restaurant 2804 STEINWAY STREET, NY",jour et nuit,3.4
41126655,"zaytoons restaurant 472 MYRTLE AVENUE, NY",villa pancho taqueria,3.5
41126771,"jimmy's place 7118 13 AVENUE, NY",jimmy's place,4.1
41126939,"tommy hilfiger 601 WEST   26 STREET, NY",tommy hilfiger,2.9
41127083,"market cafe 425 LEXINGTON AVENUE, NY",market cafe & brick oven pizza,2.8
41127209,"baci & abbracci 204 GRAND STREET, NY",cafe baci,4.5
41127243,"mamajuana cafe 247 DYCKMAN STREET, NY",mamajuana cafe,3.6
41127492,"ecua villa coffee shop 320 EAST  170 STREET, NY",coffee & donut,5
41127647,"burrito bar 307311 FLATBUSH AVENUE, NY",burrito bar and kitchen,3.9
41127786,"el rey de copas restaurant & bar 2712 WHITE PLAINS ROAD, NY",el rey de copas,3.7
41127877,"blue nile restaurant 621 FLATBUSH AVENUE, NY",blue nile healthy foods,4.7
41128070,"tuck shop 68 EAST    1 STREET, NY",tuck shop,4.1
41128211,"hard rock cafe 1501 BROADWAY, NY",hard rock cafe nyc,4.1
41128245,"el valle restaurant 2448 JEROME AVENUE, NY",el valle,3.4
41128262,"bruno's catering & cafe 282284 1 AVENUE, NY",bruno ravioli,3.6
41128554,"la nonna 134 MULBERRY STREET, NY",la nonna,3.9
41128669,"congee restaurant 207 BOWERY, NY",congee bowery,3.6
41129035,"sapito's sports bar & grill 3168 EAST TREMONT AVENUE, NY",sapito’s,4
41129085,"dunkin' donuts 1445 RICHMOND AVENUE, NY",dunkin' donuts,4
41129116,"dunkin' donuts 77 RICHMOND HILL ROAD, NY",dunkin' donuts,2.4
41129343,"pino's la forchetta 181 7 AVENUE, NY",pino's la forchetta pizza,4
41129350,"great china 1461 AMSTERDAM AVENUE, NY",great china chinese restaurant,3.8
41129375,"sakura sushi and thai 273 MOTT STREET, NY",sakura sushi & thai cusine,3.6
41129706,"richie's place 16902 HILLSIDE AVENUE, NY",richie's place,4.6
41129965,"cafe basil gourmet 762764 3 AVENUE, NY",mrs. fields cafe basil,3.8
41129994,"canal bar 270 3 AVENUE, NY",canal bar,4.2
41130552,"la boheme lounge 1790 STILLWELL AVENUE, NY",la boheme lounge,4.1
41130591,"david pizzeria 6305 FORT HAMILTON PARKWAY, NY",david's pizza,4.4
41130663,"rosa's cafe 3003 38 AVENUE, NY",rosa's coffee shop,4.3
41130782,"deja vu lounge & bar 18025 LINDEN BOULEVARD, NY",deja vu restaurant & lounge,4.4
41130819,"tarallucci e vino 15 EAST 18 STREET, NY",tarallucci e vino union square,4.2
41130849,"patzeria's perfect pizza 231 WEST   46 STREET, NY",patzeria perfect pizza pasta & grill,4.3
41131002,"tangra 3923 QUEENS BOULEVARD, NY",tangra,3.6
41131167,"joey's pizzeria 6907 GRAND AVENUE, NY",joey's pizza,4.3
41131266,"the pour house 22301 HEMPSTEAD AVENUE, NY",SEARCH FAILURE,
41131625,"kings men 255 MALCOLM X BOULEVARD, NY",king's men,3.6
41131819,"revel itm garden 10 LITTLE WEST   12 STREET, NY",revel restaurant and garden,3.7
41131836,"blue mountain cuisine restaurant 3701 EASTCHESTER RD FL 1, NY",SEARCH FAILURE,
41131950,"dunkin' donuts 2200 WHITE PLAINS RD, NY",dunkin' donuts,3.6
41132242,"domino's 686 NEREID AVENUE, NY",domino's pizza,1.6
41132351,"barcelona bar 923 8 AVENUE, NY",barcelona bar,4.2
41132647,"curry dream 66 WEST   39 STREET, NY",curry dream,2.3
41132816,"kennedy chicken & pizza 4049 LACONIA AVENUE, NY",kennedy chicken pizza & kabab,3.5
41132975,"cafe grumpy 193 MESEROLE AVENUE, NY",café grumpy,4.3
41133094,"nori sushi restaurant 55 NEW DORP PLAZA, NY",nori sushi restaurant inc,3.8
41133245,"pegu club 77 WEST HOUSTON STREET, NY",pegu club,4.3
41133582,"bluespoon coffee 76 CHAMBERS STREET, NY",blue spoon coffee,4.1
41134066,"happy days lounge 11816 JAMAICA AVENUE, NY",happy days lounge,4.2
41134612,"santa  maria bar 6419 39 AVENUE, NY",ovidio's bar,1
41134842,"common ground 206 AVENUE A, NY",common ground,3.9
41135075,"fuel 1715 SHEEPSHEAD BAY RD, NY",fuel,4.4
41135090,"staten island 16 theatre 2474 FOREST AVE, NY",united artists staten island 16 & rpx,3.9
41135587,"everything goes book cafe 208 BAY STREET, NY",every thing goes book cafe and neighborhood stage,4.5
41135793,"martinique cafe 1260 BROADWAY, NY",martinique cafe,3.3
41135835,"new heights bar and restaurant 137 SCHENECTADY AVENUE, NY",new heights bar & grill,4.2
41136253,"victor's coffee shop 21261 JAMAICA AVENUE, NY",victor's coffee shop,3.8
41136521,"dunkin' donuts, baskin robbins 4322 DITMARS BOULEVARD, NY",dunkin' donuts,3.6
41136620,"el sonador cafe restaurant 9314 CORONA AVENUE, NY",el sonador,2.2
41136967,"clandestino cafe and bar 35 CANAL STREET, NY",clandestino,4.4
41136985,"glacken's bar 135 EAST  149 STREET, NY",glacken's bar & grill,4.6
41137141,"chipotle mexican grill 283 7 AVENUE, NY",chipotle mexican grill,3.7
41137336,"wah fung 1 fast food 79 CHRYSTIE STREET, NY",wah fung fast food,4.9
41137340,"dillingers pub & grill 4619 30 AVENUE, NY",dillingers pub & grill,4.3
41137942,"janeydi bakery 524 MORRIS AVENUE, NY",SEARCH FAILURE,
41138026,"subway 1868 LINDEN BOULEVARD, NY",subway® restaurants (c-store / gas station),4.8
41138049,"xpressions 3601 BOSTON ROAD, NY",x-pressions,3.3
41138056,"meal mart 4621 13 AVENUE, NY",meal mart,5
41138123,"abc cocina / abcv 38 EAST 19 STREET, NY",abc cocina,4.2
41138136,"sal's restaurant 810 FRANKLIN AVENUE, NY",sal's restaurant,4.7
41138257,"patty plus bakery & restaurant 324 LIVINGSTON STREET, NY",patty plus,4.1
41138498,"new york burger co 678 6 AVENUE, NY",new york burger co. - flatiron,4.1
41138581,"columbus ave deli & cafe 556 COLUMBUS AVENUE, NY",columbus gourmet deli,4
41138610,"dandana 4221 BROADWAY, NY",dandana,3.9
41138910,"mi nuevo rancho bar & restaurant 4320 GREENPOINT AVENUE, NY",mr. burrito mexican restaurant,4.3
41138977,"perrine 2 EAST   61 STREET, NY",perrine,3.5
41138983,"hotel pierre-main kitchen 2 EAST   61 STREET, NY","the pierre, a taj hotel, new york",4.6
41138984,"hotel pierre-banquet kitchen 2 EAST   61 STREET, NY","the pierre, a taj hotel, new york",4.6
41139007,"pollos a la brasa mario 6201 WOODSIDE AVENUE, NY",pollos mario,4
41139066,"hallal sandwich shop 2561 STEINWAY STREET, NY",halal sandwich shop,4.3
41139219,"dokebi grill 199 GRAND STREET, NY",dokebi bar and grill,4.3
41139255,"hudson food court 333 HUDSON STREET, NY",hudson's square food court,4.7
41139263,"scarlatto 250 WEST   47 STREET, NY",scarlatto,3.8
41139411,"hell's kitchen 754 9 AVENUE, NY",hell's kitchen,4.4
41139432,"the haab mexican cafe 4722 48 AVENUE, NY",haab,4.5
41139460,"taj mahal restaurant 14801 HILLSIDE AVENUE, NY",taj mahal restaurant and party hall,3.2
41139608,"mott corner 58 KENMARE STREET, NY",mott corner inc,4.4
41139612,"blossom 187 9 AVENUE, NY",blossom,4.5
41139783,"jk & sons coffee shop 801 BROADWAY, NY",jk moving services,3.8
41140140,"ohana japanese hibachi seafood & steak 500 CITY ISLAND AVE, NY",ohana japanese hibachi seafood & steakhouse,4.3
41140612,"starbucks 870 7 AVENUE, NY",starbucks,3.5
41140987,"nol bu food 14921A 41 AVENUE, NY",nolbu food,5
41140991,"cipriani 55 WALL STREET, NY",cipriani club 55,4.1
41140992,"cibo express gourmet market 4 LAGUARDIA AIRPORT, NY",cibo express gourmet market,2
41141330,"toasties 25 JOHN STREET, NY",toasties,3.9
41141439,"freddy's deli 895 GRAND STREET, NY",fredys deli,5
41141755,"jade garden 17012 HILLSIDE AVENUE, NY",jade garden,2.7
41141781,"st. francis acquista food service 180 REMSEN STREET, NY",SEARCH FAILURE,
41141976,"wing wah kitchen i 11720 ROCKAWAY BOULEVARD, NY",wing wah restaurant,4.1
41142173,"el cofre restaurant 454 MYRTLE AVENUE, NY",el cofre,4.4
41142196,"ukus 4208 30 AVENUE, NY",ukus,4.6
41142210,"barbounia 250 PARK AVENUE SOUTH, NY",barbounia,4
41142211,"telepan 7274 WEST 69 STREET, NY",telepan,4.2
41142355,"gao ming bakery 5110 8 AVENUE, NY",gaoming bakery inc,4.2
41142394,"taza cafe and deli 350 PARK AVENUE SOUTH, NY",taza cafe & deli,4.2
41142418,"cafe d'alsace 1695 2 AVENUE, NY",cafe d'alsace,4.1
41142467,"emmett o'lunney's irish pub 210 WEST   50 STREET, NY",emmett o'lunney's,4.4
41142578,"grape and grain 620 EAST    6 STREET, NY",grape and grain,4.4
41142640,"mulino 133 5 AVENUE, NY",mulino bar & restaurant,3.9
41142665,"dunkin' donuts, baskin robbins 0 LAGUARDIA AIRPORT, NY",SEARCH FAILURE,
41142675,"dunkin' donuts 0 LAGUARDIA AIRPORT, NY",laguardia airport,3.3
41142715,"cafe zaiya 69 COOPER SQUARE, NY",cafe zaiya,4.1
41142962,"starbucks 80 DELANCEY STREET, NY",starbucks,3.9
41143058,"the roosevelt hotel 45 EAST   45 STREET, NY",the roosevelt hotel,3.6
41143170,"vinny's pizza 9701 57 AVENUE, NY",vinny's pizzeria,4.7
41143179,"nagomi 179 PRINCE STREET, NY",nagomi,4.5
41143410,"press 195 4011 BELL BOULEVARD, NY",press 195,4.4
41143475,"cervantes restaurant 536 EAST  138 STREET, NY",cervantes bar and restaurant,3.3
41143605,"bobby van's steakhouse 25 BROAD STREET, NY",bobby van's,3.5
41144024,"ridgeway diner 664 6 AVENUE, NY",ridgeway diner,4.2
41144043,"jimbo's hamburger palace 528 WEST  145 STREET, NY",jimbo's hamburger palace,4.1
41144145,"tropix bar & lounge 9532 QUEENS BOULEVARD, NY",tropix bar & lounge,4
41144258,"burger king 5212 5 AVENUE, NY",burger king,3.6
41144262,"burger king 6421 14 AVENUE, NY",burger king,3
41144476,"burger king 971 FLATBUSH AVENUE, NY",burger king,3.4
41144626,"new beijing restaurant 1342 CENTRAL AVENUE, NY",beijing restaurant,3.8
41144858,"camp 179 SMITH STREET, NY",camp,3.8
41144948,"dunkin' donuts, baskin robbins 815 10 AVENUE, NY",dunkin' donuts,3.8
41145020,"webster hall 125 EAST   11 STREET, NY",webster hall,3.6
41145134,"dunkin' donuts, baskin robbins 1392 LEXINGTON AVENUE, NY",dunkin' donuts,3
41145163,"pho bang restaurant 4107 KISSENA BOULEVARD, NY",pho bang,4.1
41145185,"szechuan garden 2428 CRESTON AVENUE, NY",szechuan garden,3.6
41145521,"pizza bella 8130 BROADWAY, NY",pizza bella,4.3
41145557,"new asha sri lankan restaurant 322 VICTORY BOULEVARD, NY",new asha,4.4
41145879,"douglaston manor 6320 COMMONWEALTH BLVD, NY",douglaston manor,4.2
41145911,"wa lung kitchen 557 GRAND STREET, NY",wa lung kitchen,4.3
41146006,"starbucks 2655 RICHMOND AVENUE, NY",starbucks,4.1
41146015,"starbucks 1380 6 AVENUE, NY",starbucks,3
41146119,"europa cafe 11 PENN PLAZA, NY",europa cafe,3.8
41146372,"blake & todd 52 VANDERBILT AVENUE, NY",blake & todd,4
41146469,"ani pizza 4318 25 AVENUE, NY",ani pizza palace,4
41146966,"rabbit club 124 MACDOUGAL STREET, NY",124 old rabbit club,4.5
41147269,"hunan chinese restaurant 2414 34 AVENUE, NY",hunan,2.5
41147318,"feeney's pub 6201 5 AVENUE, NY",feeney's pub,3.7
41147516,"blenheim 283 WEST 12 STTREET, NY",blenheim,4.1
41147597,"el nuevo sabor latino 620 4 AVENUE, NY",el sabor latino restaurant,4.3
41147661,"raja sweets & fast food 7231 37 AVENUE, NY",raja sweets & indian cuisine,4.1
41147901,"el castillo restaurant 935 EAST  163 STREET, NY",el castillo,3.9
41147913,"subway 1885 3 AVENUE, NY",subway®restaurants,2.8
41148002,"what a bagel cafe 25701 UNION TURNPIKE, NY",what a bagel cafe,4.5
41148107,"hidden city cafe 145 EAST   23 STREET, NY",hidden city cafe,3.5
41148214,"p.j. clarke's on the hudson 4 WORLD FINANCIAL CENTER, NY",p.j. clarke's on the hudson,3.7
41148236,"sushi family express 3548 UNION STREET, NY",sushi family express,3.9
41148325,"barking dog luncheonette 1678 3 AVENUE, NY",barking dog,3.6
41148507,"subway 6814 18 AVENUE, NY",subway®restaurants,4.5
41148534,"tacu tacu restuarant 134 NORTH    6 STREET, NY",n six tacutacu,3.9
41148569,"papa john's 4304 NATIONAL STREET, NY",papa john's pizza,3.9
41148666,"cafe duke 140 WEST   51 STREET, NY",cafe duke,3.7
41148766,"tocqueville restaurant 3 EAST   15 STREET, NY",tocqueville,4.5
41148780,"domino's 3514 NOSTRAND AVENUE, NY",domino's pizza,2.5
41148810,"tropical spanish restaurant 3771 BROADWAY, NY",tropical spanish restaurant,4.2
41148907,"emirates vip lounge 0 JFK INTERNATIONAL AIRPORT, NY",john f. kennedy international airport,4
41148931,"connolly's pub 43 WEST   54 STREET, NY",connolly's pub & restaurant,3.8
41149059,"david burke at bloomingdale's 1000 3 AVENUE, NY",david burke at bloomingdale's,3.8
41149143,"la fogata 1549 GATES AVENUE, NY",la fogata,4
41149243,"fulton cafe 800 FOOD CENTER DRIVE, NY",the new fulton fish market,4.4
41149249,"squire diner 80 BEEKMAN STREET, NY",squire's diner,4.2
41149372,"mad hatter saloon 360 3 AVENUE, NY",the mad hatter saloon,4.2
41149373,"empire colombus 193 COLUMBUS AVENUE, NY",empire szechuan,3.3
41149565,"cas' west indian & american restaurant 135 KINGSTON AVENUE, NY",cas,3.9
41149575,"brasserie ruhlmann 45 ROCKEFELLER PLAZA, NY",brasserie ruhlmann,4
41149653,"o'briens 134 WEST   46 STREET, NY",o'brien's,4.1
41149849,"jun bo restaurant 3791 EAST TREMONT AVENUE, NY",jun bo restaurant,3.3
41150371,"fast & fresh burrito deli 84 HOYT STREET, NY",fast credit union,4.5
41150437,"dunkin' donuts 2344 FLATBUSH AVENUE, NY",dunkin' donuts,3.6
41150606,"cafe bonjour deli & pizza 18 WEST 38 STREET, NY",cafe bonjour deli & pizza,3.2
41150646,"rudy's deli restaurant 5430 48 STREET, NY",rudy deli restaurant corp,3.9
41151158,"domenicos pizzeria 5838 AMBOY ROAD, NY",domenico's pizzeria,3.7
41151163,"galaxy  diner 665 9 AVENUE, NY",galaxy diner,3.6
41151265,"delroy's cafe 14 DURYEA PLACE, NY",delroy's cafe,3.6
41151507,"bg restaurant 754 5 AVENUE, NY",bg restaurant,4.1
41151521,"good dish cafe 754 5 AVENUE, NY",SEARCH FAILURE,
41151839,"joe's pizzeria restaurant 1121 LIBERTY AVENUE, NY",joe's pizzeria,4.3
41151907,"the back room 102 NORFOLK STREET, NY",back room,4
41151982,"antonucci 168-170 EAST 81 STREET, NY",antonucci cafe,4.3
41151989,"wimpy's restaurant 1232 ST NICHOLAS AVENUE, NY",wimpy's restaurant,4.2
41152095,"blake's international restaurant 4311 CHURCH AVENUE, NY",blake's international restaurant,4.7
41152216,"papaya dog 239-11 1 AVENUE, NY",papaya dog,3.4
41152727,"daddy-o 44 BEDFORD STREET, NY",daddy-o,4
41152741,"beach cafe 1326 2 AVENUE, NY",beach cafe,3.7
41152860,"win hing chinese restaurant 9718 SEAVIEW AVENUE, NY",win hing chinese restaurant,3.3
41152865,"peyton's all nude play pen 3901 2 AVENUE, NY",SEARCH FAILURE,
41152867,"guy & gallard 339 7 AVENUE, NY",guy & gallard,3.5
41152958,"lucky zhang's family 5622 8 AVENUE, NY",lucky zhang's,3
41152996,"luigis grill pizza 936 8 AVENUE, NY",luigi's gourmet pizza,3.7
41153001,"meena house cafe 476 BAYRIDGE AVENUE, NY",meena house cafe,3.8
41153089,"subway 680 ARTHUR KILL ROAD, NY",subway®restaurants,3.2
41153141,"tanaka 222 EAST   51 STREET, NY",tanaka,4.3
41153301,"macdougal street ale house 122 MACDOUGAL STREET, NY",macdougal street ale house,3.6
41153445,"tack's chinese take out 11 HOLDEN BLVD, NY",tack's chinese take out,4.1
41153530,"red house kitchen 7147 YELLOWSTONE BOULEVARD, NY",red house kitchen,3.8
41153678,"happiness lounge 1458 ST JOHNS PLACE, NY",happiness lounge,3.7
41153717,"fresco pizza and pasta 560 EAST  149 STREET, NY",fresco pizza & pasta,4.3
41153718,"dumont burger 314 BEDFORD AVENUE, NY",dumont burger,4
41153872,"the mansion 1634 YORK AVENUE, NY",the mansion,4.4
41153944,"mezculeros  mexican restaurant 20 BRADLEY AVE, NY",SEARCH FAILURE,
41154087,"christos steakhouse 4108 23 AVENUE, NY",christos steak house,4.4
41154194,"naturally delicious caterers 487 COURT STREET, NY",naturally delicious caterers,4.8
41154226,"las ramblas 170 WEST    4 STREET, NY",las ramblas,4
41154306,"little italy m & o pizza restaurant 876 BROADWAY, NY",little italy pizza,3.8
41154370,"henrica's restaurant 13889 FRANCIS LEWIS BOULEVARD, NY",henrica's,3.8
41154379,"almondine 85 WATER STREET, NY",almondine bakery,4.5
41154403,"union hall 702 UNION STREET, NY",union hall,4.1
41154571,"dunkin' donuts 3500 48 STREET, NY",dunkin' donuts,2.8
41154580,"chao thai 8503 WHITNEY AVENUE, NY",chao thai restaurant,4.3
41154687,"67 burger 67 LAFAYETTE AVENUE, NY",67 burger,3.9
41154901,"ye mei bakery 8126 BROADWAY, NY",yi mei bakery,4.8
41155027,"hampton chutney, co. 464 AMSTERDAM AVENUE, NY",hampton chutney co.,4.1
41155140,"blaue gans 139 DUANE STREET, NY",blaue gans,4.2
41155141,"pauls bakery 4374 WHITE PLAINS ROAD, NY",paul's caribbean bakery inc.,5
41155285,"el rey ii restaurant 1064 LIBERTY AVENUE, NY",el rey ii restaurant,3.9
41155290,"chipotle mexican grill 620 9 AVENUE, NY",chipotle mexican grill,4
41155448,"cibao restaurant 72 CLINTON STREET, NY",cibao,4
41155515,"butterfield market 170 EAST   70 STREET, NY",butterfield market,4.3
41155536,"38 deli 968 58 STREET, NY",carinios deli & grocery,4
41155726,"liberato restaurant 10 WEST BURNSIDE AVENUE, NY",liberato restaurant,3.3
41155803,"mcdonald's 6620 BAY PARKWAY, NY",mcdonald's,2.9
41155817,"mcdonald's 501 BAY STREET, NY",mcdonald's,3.1
41155821,"mcdonald's 1388 HYLAN BOULEVARD, NY",mcdonald's,2.7
41155833,"hanks saloon 46 3 AVENUE, NY",hank's saloon,4.3
41155953,"fat baby 112 RIVINGTON STREET, NY",fat baby,3.2
41156149,"tasty delicious bakery 1096 RUTLAND ROAD, NY",tasty delicious,3.7
41156192,"lantern 101 MONTAGUE STREET, NY",lantern,4.2
41156203,"l'fonda 2023 AMSTERDAM AVENUE, NY",l'fonda inc,4.5
41156219,"la guli pastry shop 2915 DITMARS BOULEVARD, NY",la guli pastry shop,4.2
41156249,"navruz cafe & bar 6112 20 AVENUE, NY",SEARCH FAILURE,
41156294,"teleon cafe 264 WEST   40 STREET, NY",teleon cafe,4.1
41156430,"hilton garden inn 14818 134 STREET, NY",hilton garden inn,3.7
41156678,"sunswick 3502 35 STREET, NY",sunswick 35/35,4.3
41156699,"woolworth tower kitchen 233 BROADWAY, NY",woolworth tower kitchen,4
41156729,"alices tea cup chapter 2 156 EAST   64 STREET, NY",alice's tea cup - chapter ii,4.3
41156745,"roebling sporting club 225 NORTH    8 STREET, NY",roebling sporting club,4.4
41156869,"zoma 2084 FREDRICK DOUGLAS BOULEVARD, NY",zoma,4.2
41156888,"juni 12 EAST   31 STREET, NY",hotel chandler,4.2
41156951,"valbella n.y. 421 WEST   13 STREET, NY",valbella,4.6
41157511,"morgan stanley 1585 BROADWAY, NY",morgan stanley,4.4
41157563,"quaint 4610 SKILLMAN AVENUE, NY",quaint,4.4
41157590,"seba-seba 9601 ROOSEVELT AVENUE, NY",seba seba,3.8
41157609,"tony's pizza pasta & gyro 4771 BROADWAY, NY",tony's pizza and pasta,4.1
41157758,"domino's 2196 PITKIN AVENUE, NY",domino's pizza,1.7
41157759,"domino's 835 CLARKSON AVENUE, NY",domino's pizza,1.6
41157994,"maxin bakery 13676 ROOSEVELT AVENUE, NY",maxine cafe,5
41158064,"colors restaurant 417 LAFAYETTE STREET, NY",colors restaurant nyc,4.5
41158071,"carroll gardens classic diner 155 SMITH STREET, NY",carroll gardens classic diner,3.7
41158108,"nick's gourmet deli 7415 DITMARS BOULEVARD, NY",nick's gourmet deli,4
41158252,"golden horse restaurant 2185 MORRIS AVENUE, NY",golden horse chinese restaurant,4.4
41158265,"dejavu restaurant 262 KINGS HIGHWAY, NY",dejavu restaurant,3.3
41158485,"dunkin' donuts 5 PARK PLACE, NY",dunkin' donuts,4
41158525,"side by side pizza & burek 769 ASTOR AVENUE, NY",side by side pizza,4
41158614,"golden star garden 1384 EAST GUNHILL ROAD, NY",golden star restaurant,4.4
41158746,"brothers pizza 3050 14 STREET, NY",brother's pizzeria,4.4
41158806,"sushi sen-nin 30 EAST   33 STREET, NY",sushi sen-nin,4
41158964,"pho viet-nam restaurant 1243 AVENUE U, NY",pho vietnam,4.3
41158998,"new yankee sk pizza 1616 WESTCHESTER AVENUE, NY",new yankee sk pizza inc,3.7
41159177,"professor thom's 219 2 AVENUE, NY",professor thom's,4
41159246,"dublin house 225 WEST   79 STREET, NY",dublin house,3.8
41159602,"tavern on the third 380 3 AVENUE, NY",tavern on third,3.8
41159730,"shades of green 125 EAST   15 STREET, NY",shades of green,3.7
41159798,"morimoto ny 88 10 AVENUE, NY",morimoto,4.2
41159801,"buddakan 75 9 AVENUE, NY",buddakan,4.4
41160010,"cheffy two restaurant 4759B WHITE PLAINS ROAD, NY",chevy kitchen,5
41160076,"jadis restaurant 42 RIVINGTON STREET, NY",jadis,4.3
41160209,"papa john's 1016 CONEY ISLAND AVE, NY",papa john's pizza,3
41160375,"capizzi 4126 HYLAN BOULEVARD, NY",capizzi,4.5
41160581,"saatchi & saatchi 375 HUDSON STREET, NY",saatchi & saatchi x worldwide,5
41160620,"teresa's gourmet 51 WEST   51 STREET, NY",teresa's brick oven pizza & cafe,4
41160851,"applebee's 1360 FULTON STREET, NY",applebee's,3.1
41160885,"hop lee restarant 16 MOTT STREET, NY",hop lee,4.2
41160918,"jackie's 1084 BAY STREET, NY",SEARCH FAILURE,
41161009,"genesis bar & restaurant 1708 2 AVENUE, NY",genesis,4.2
41161329,"jay's place 5782 MOSHOLU AVENUE, NY",SEARCH FAILURE,
41161344,"gotta getta bagel of queens 10709 71 AVENUE, NY",gotta getta bagel inc,4.1
41161346,"le basket 683 BROADWAY, NY",le basket,3.5
41161594,"smooch 266 CARLTON AVENUE, NY",smooch,4.1
41161770,"bridge coffee shop 73 BRIDGE STREET, NY",bridge coffee shop,4.5
41162067,"chef yu / azuki 520 8 AVENUE, NY",chef yu,3.8
41162227,"tea shop 168 & bakery 5920 MAIN STREET, NY",tea shop 168 & bakery,3.8
41162275,"pipitones pizzeria & pasta 100 DEKALB AVENUE, NY",pipitone's pizza restaurant,3.2
41162683,"dunkin' donuts 1427 LINDEN BOULEVARD, NY",dunkin' donuts,3.5
41162689,"pee dee 50 WEST  125 STREET, NY",pee dee steak house,4.4
41162796,"abc kitchen 35 EAST   18 STREET, NY",abc kitchen,4.4
41162842,"a&a gourmet 18809 UNION TURNPIKE, NY",a & a gourmet / aa gourmet catering,5
41163019,"abilene 442 COURT STREET, NY",abilene,4.2
41163073,"wajima 134 EAST   61 STREET, NY",wajima,4.4
41163086,"med east bakery 7808 3 AVENUE, NY",mideast bakery,5
41163097,"tippin inn 3413 BROADWAY, NY",tippin inn,5
41163213,"subway 2211 31 STREET, NY",subway®restaurants,2.7
41163307,"taqueria san pedro 3662 BROADWAY, NY",taqueria san pedro,4.1
41163308,"los pollitos iii 499 MYRTLE AVENUE, NY",los pollitos iii,4
41163361,"angie's cafe pizza 2559 3 AVENUE, NY",angies cafe & pizza,4.5
41163371,"taco bell, pizza hut 16001 JAMAICA AVENUE, NY",taco bell,3.1
41163474,"miriam 79 5 AVENUE, NY",miriam,4.2
41163622,"popeyes louisiana kitchen 601 WEST  191 STREET, NY",popeyes louisiana kitchen,3.5
41163807,"alphabet lounge 104 AVENUE C, NY",alphabet lounge,3
41163809,"lucky thailand kitchen 8605 JAMAICA AVENUE, NY",thailand kitchen,4
41163829,"island grand new york bakery 51 WEST   29 STREET, NY",island grand new york bakery,4.6
41164203,"u & i restaurant 4409 18 AVENUE, NY",u & i restaurant inc,4.3
41164208,"manitoba's 99 AVENUE B, NY",manitoba's,4.5
41164361,"best italian pizza 200-202 EAST FORDHAM ROAD, NY",best italian pizza,4.3
41164472,"restaurante ecuatoriano genesis 538 WEST  207 STREET, NY",genesis,4.2
41164580,"caffe action 515 MADISON AVENUE, NY",europa cafe,3.2
41164643,"yogi restaurant 10826 GUY R BREWER BOULEVARD, NY",yogi's,4.3
41164644,"dee's restaurant 10723 METROPOLITAN AVENUE, NY",dee's,4.2
41164650,"buenos aires 513 EAST    6 STREET, NY",buenos aires,4.5
41164678,"nios restaurant 130 WEST   46 STREET, NY",nios,4.3
41164793,"latino's bar & grill restaurant 3864 BROADWAY, NY",tu sabor latino,3.4
41164822,"35 duet 5355 WEST   35 STREET, NY",karaoke duet 35,4.1
41164840,"la traviata pizza 101 WEST   68 STREET, NY",la traviata pizzeria,3.5
41164934,"dae dong manor 15024 NORTHERN BOULEVARD, NY",daedong manor wedding venues,3.3
41165123,"pica pica restaurant 392 BROADWAY, NY",pica pica restaurant,4.4
41165199,"3 way restaurant 384 EAST  188 STREET, NY",3 way,3.9
41165361,"blt steak 106 EAST 57 STREET, NY",blt steak,4.4
41165588,"dunkin' donuts 110 EAST   14 STREET, NY",dunkin' donuts,2.3
41165623,"pizza mercato 11 WAVERLY PLACE, NY",pizza mercato,3.6
41165642,"pane e vino 174 SMITH STREET, NY",pane e vino,4.2
41165717,"pollos a la brasa marion 6901 ROOSEVELT AVENUE, NY",pollos a la brasa marion,3.2
41165892,"per lei 1347 2 AVENUE, NY",per lei,4
41165980,"zibetto espresso bar 1385 6 AVENUE, NY",zibetto espresso bar,4.5
41166057,"cakes 'n shapes 466 WEST   51 STREET, NY",cakes 'n shapes,4.6
41166072,"quijote 3106 36 AVENUE, NY",quijote tapas bar,2.3
